"title","date_posted","position","location","url","District","Archive_Date"
"Head Swim Coach","2026-05-04",NA,"All High Schools","https://www.applitrack.com/helena/onlineapp/default.aspx","Helena Public Schools","2026-08-07"
"Assistant Speech and Debate Coach","2026-05-20",NA,"Capital High School","https://www.applitrack.com/helena/onlineapp/default.aspx","Helena Public Schools","2026-08-07"
"Assistant Softball Coach","2026-08-03",NA,"Helena High School","https://www.applitrack.com/helena/onlineapp/default.aspx","Helena Public Schools","2026-08-07"
"Head Tennis Coach","2026-08-03",NA,"Capital High School","https://www.applitrack.com/helena/onlineapp/default.aspx","Helena Public Schools","2026-08-07"
"Head Cheer Coach","2026-08-03",NA,"Capital High School","https://www.applitrack.com/helena/onlineapp/default.aspx","Helena Public Schools","2026-08-07"
"Assistant Girls Soccer Coach","2026-08-05",NA,"Capital High School","https://www.applitrack.com/helena/onlineapp/default.aspx","Helena Public Schools","2026-08-07"
"Long Term Substitute High School Counselor","2026-07-31",NA,"Project for Alternative Learning (PAL)","https://www.applitrack.com/helena/onlineapp/default.aspx","Helena Public Schools","2026-08-07"
"Payroll Systems Supervisor",NA,NA,NA,"https://www.applitrack.com/helena/onlineapp/default.aspx","Helena Public Schools","2026-08-07"
"Benefits Coordinator",NA,NA,NA,"https://www.applitrack.com/helena/onlineapp/default.aspx","Helena Public Schools","2026-08-07"
"Certified Occupational Therapist Assistant (COTA)","2026-07-17",NA,"All Schools","https://www.applitrack.com/helena/onlineapp/default.aspx","Helena Public Schools","2026-08-07"
"Safety and Security Infrastructure Technician",NA,NA,NA,"https://www.applitrack.com/helena/onlineapp/default.aspx","Helena Public Schools","2026-08-07"
"Substitute Custodians",NA,NA,NA,"https://www.applitrack.com/helena/onlineapp/default.aspx","Helena Public Schools","2026-08-07"
"Evening Float Custodian","2026-06-05",NA,"Capital High School","https://www.applitrack.com/helena/onlineapp/default.aspx","Helena Public Schools","2026-08-07"
"Evening Custodians","2026-06-18",NA,"Capital High School","https://www.applitrack.com/helena/onlineapp/default.aspx","Helena Public Schools","2026-08-07"
"Evening Float Custodian","2026-07-16",NA,"C.R. Anderson Middle School","https://www.applitrack.com/helena/onlineapp/default.aspx","Helena Public Schools","2026-08-07"
"Evening Float Custodian","2026-07-16",NA,"Helena High School","https://www.applitrack.com/helena/onlineapp/default.aspx","Helena Public Schools","2026-08-07"
"General Secretary - Library",NA,NA,NA,"https://www.applitrack.com/helena/onlineapp/default.aspx","Helena Public Schools","2026-08-07"
"General Secretary - Attendance",NA,NA,NA,"https://www.applitrack.com/helena/onlineapp/default.aspx","Helena Public Schools","2026-08-07"
"Administrative Secretary - Transportation","2026-07-31",NA,"Transportation","https://www.applitrack.com/helena/onlineapp/default.aspx","Helena Public Schools","2026-08-07"
"General Secretary- Counseling","2026-07-24",NA,"Capital High School","https://www.applitrack.com/helena/onlineapp/default.aspx","Helena Public Schools","2026-08-07"
"Special Education Teacher",NA,NA,NA,"https://www.applitrack.com/helena/onlineapp/default.aspx","Helena Public Schools","2026-08-07"
"Physical Therapist","2026-06-11",NA,"District Wide","https://www.applitrack.com/helena/onlineapp/default.aspx","Helena Public Schools","2026-08-07"
"Occupational Therapist","2026-07-17",NA,"District Wide","https://www.applitrack.com/helena/onlineapp/default.aspx","Helena Public Schools","2026-08-07"
"Substitute Teachers (26-27 School Year)","2026-07-13",NA,"District Wide","https://www.applitrack.com/helena/onlineapp/default.aspx","Helena Public Schools","2026-08-07"
"Substitute Para Educators (Teacher Assistants)","2026-07-13",NA,"District Wide","https://www.applitrack.com/helena/onlineapp/default.aspx","Helena Public Schools","2026-08-07"
"SACC Lead Teacher",NA,NA,NA,"https://www.applitrack.com/helena/onlineapp/default.aspx","Helena Public Schools","2026-08-07"
"General Education Para Educator (Teacher Assistant)","2026-06-23",NA,"Capital High School","https://www.applitrack.com/helena/onlineapp/default.aspx","Helena Public Schools","2026-08-07"
"School Aged Child Care (SACC) Para Educators (Assistant)","2026-07-07",NA,"District Wide","https://www.applitrack.com/helena/onlineapp/default.aspx","Helena Public Schools","2026-08-07"
"Level I (Special Education) Para Educator (Teacher Assistant) 2026-2027","2026-06-08",NA,"District Wide","https://www.applitrack.com/helena/onlineapp/default.aspx","Helena Public Schools","2026-08-07"
"Assistant Wrestling Coaches","2026-06-08",NA,"East Helena High School","https://www.applitrack.com/ehps/onlineapp/default.aspx","East Helena Public Schools","2026-08-07"
"Math Teacher","2026-05-29",NA,"District Wide","https://www.applitrack.com/ehps/onlineapp/default.aspx","East Helena Public Schools","2026-08-07"
"Middle School Teacher-Intervention Specialist","2026-08-20",NA,"East Valley Middle School","https://www.applitrack.com/ehps/onlineapp/default.aspx","East Helena Public Schools","2026-08-07"
"Paraprofessional","2026-08-06",NA,"District Wide","https://www.applitrack.com/ehps/onlineapp/default.aspx","East Helena Public Schools","2026-08-07"
"Drivers Education Teacher","2025-01-02",NA,"East Helena High School","https://www.applitrack.com/ehps/onlineapp/default.aspx","East Helena Public Schools","2026-08-07"
"6-12 Math Teacher","2026-05-29",NA,"East Helena High School","https://www.applitrack.com/ehps/onlineapp/default.aspx","East Helena Public Schools","2026-08-07"
"Science Teacher","2026-06-15",NA,"East Helena High School","https://www.applitrack.com/ehps/onlineapp/default.aspx","East Helena Public Schools","2026-08-07"
"Foreign Language Teacher","2026-06-01",NA,"East Valley Middle School","https://www.applitrack.com/ehps/onlineapp/default.aspx","East Helena Public Schools","2026-08-07"
"Kitchen Aid","2026-08-06",NA,"District Wide","https://www.applitrack.com/ehps/onlineapp/default.aspx","East Helena Public Schools","2026-08-07"
"Custodian","2026-06-15",NA,"District Wide","https://www.applitrack.com/ehps/onlineapp/default.aspx","East Helena Public Schools","2026-08-07"
"Substitutes","2026-06-15",NA,"District Wide","https://www.applitrack.com/ehps/onlineapp/default.aspx","East Helena Public Schools","2026-08-07"
"Instructional Tutor","2026-06-23",NA,"Radley Elementary","https://www.applitrack.com/ehps/onlineapp/default.aspx","East Helena Public Schools","2026-08-07"
"Head Athletic Coach | Girls Soccer",NA,NA,NA,"https://www.applitrack.com/lockwoodschool/onlineapp/default.aspx","Lockwood Schools","2026-08-07"
"Head Athletic Coach | Boys Soccer",NA,NA,NA,"https://www.applitrack.com/lockwoodschool/onlineapp/default.aspx","Lockwood Schools","2026-08-07"
"Athletic Coach | Middle School Volleyball (Multiple Positions Available)",NA,NA,NA,"https://www.applitrack.com/lockwoodschool/onlineapp/default.aspx","Lockwood Schools","2026-08-07"
"Athletic Coach | Middle School Cross Country",NA,NA,NA,"https://www.applitrack.com/lockwoodschool/onlineapp/default.aspx","Lockwood Schools","2026-08-07"
"High School Art Teacher","2026-06-26",NA,"Lockwood Schools K-12","https://www.applitrack.com/lockwoodschool/onlineapp/default.aspx","Lockwood Schools","2026-08-07"
"High School English Teacher","2026-07-21",NA,"Lockwood Schools K-12","https://www.applitrack.com/lockwoodschool/onlineapp/default.aspx","Lockwood Schools","2026-08-07"
"Mathematics Teacher (Grades 9-12)","2026-07-09",NA,"Lockwood Schools K-12","https://www.applitrack.com/lockwoodschool/onlineapp/default.aspx","Lockwood Schools","2026-08-07"
"Special Education Teacher (Grades K-12)","2026-02-23",NA,"Lockwood Schools K-12","https://www.applitrack.com/lockwoodschool/onlineapp/default.aspx","Lockwood Schools","2026-08-07"
"Custodian","2024-07-24",NA,"Lockwood Schools K-12","https://www.applitrack.com/lockwoodschool/onlineapp/default.aspx","Lockwood Schools","2026-08-07"
"Part-Time Crosswalk Guard","2025-08-21",NA,"Lockwood Schools K-12","https://www.applitrack.com/lockwoodschool/onlineapp/default.aspx","Lockwood Schools","2026-08-07"
"High School Paraprofessional (Non-Instructional)",NA,NA,"08/2026","https://www.applitrack.com/lockwoodschool/onlineapp/default.aspx","Lockwood Schools","2026-08-07"
"Paraprofessional (Non-Instructional)",NA,NA,NA,"https://www.applitrack.com/lockwoodschool/onlineapp/default.aspx","Lockwood Schools","2026-08-07"
"Speech-Language Pathologist (K12) | Part-Time","2026-08-05",NA,"Lockwood Schools K-12","https://www.applitrack.com/lockwoodschool/onlineapp/default.aspx","Lockwood Schools","2026-08-07"
"Substitute Teachers, Paras, Secretary","2024-07-24",NA,"Lockwood Schools K-12","https://www.applitrack.com/lockwoodschool/onlineapp/default.aspx","Lockwood Schools","2026-08-07"
"Bus Aide",NA,NA,NA,"https://www.applitrack.com/lockwoodschool/onlineapp/default.aspx","Lockwood Schools","2026-08-07"
"Daycare Aide | Part-Time",NA,NA,NA,"https://www.applitrack.com/lockwoodschool/onlineapp/default.aspx","Lockwood Schools","2026-08-07"
"High School Assistant Football Coach",NA,NA,"2026-27 School Year","https://www.applitrack.com/havre/onlineapp/default.aspx","Havre Public Schools","2026-08-07"
"High School Assistant Swim Coach",NA,NA,"2026-27 School Year","https://www.applitrack.com/havre/onlineapp/default.aspx","Havre Public Schools","2026-08-07"
"High School Assistant Band Director",NA,NA,"2026-27 School Year","https://www.applitrack.com/havre/onlineapp/default.aspx","Havre Public Schools","2026-08-07"
"Elementary Special Education Teacher",NA,NA,"2026-27 School Year","https://www.applitrack.com/havre/onlineapp/default.aspx","Havre Public Schools","2026-08-07"
"Helper - School Food Service",NA,NA,"02/25/2026","https://www.applitrack.com/havre/onlineapp/default.aspx","Havre Public Schools","2026-08-07"
"Substitute Food Service Helper",NA,NA,NA,"https://www.applitrack.com/havre/onlineapp/default.aspx","Havre Public Schools","2026-08-07"
"High School English Teacher","2026-04-29",NA,"Havre High School","https://www.applitrack.com/havre/onlineapp/default.aspx","Havre Public Schools","2026-08-07"
"High School Math Teacher","2026-01-16",NA,"Havre High School","https://www.applitrack.com/havre/onlineapp/default.aspx","Havre Public Schools","2026-08-07"
"Middle School Teacher",NA,NA,"2026-27 School Year","https://www.applitrack.com/havre/onlineapp/default.aspx","Havre Public Schools","2026-08-07"
"Middle School English Language Arts Teacher",NA,NA,"2026-27 School Year","https://www.applitrack.com/havre/onlineapp/default.aspx","Havre Public Schools","2026-08-07"
"Speech Language Pathologist","2025-03-18",NA,"District Wide","https://www.applitrack.com/havre/onlineapp/default.aspx","Havre Public Schools","2026-08-07"
"Substitute Teacher","2024-08-21",NA,"District Wide","https://www.applitrack.com/havre/onlineapp/default.aspx","Havre Public Schools","2026-08-07"
"Relief Bus Driver",NA,NA,NA,"https://www.applitrack.com/havre/onlineapp/default.aspx","Havre Public Schools","2026-08-07"
"Paraprofessional","2024-08-21",NA,"District Wide","https://www.applitrack.com/havre/onlineapp/default.aspx","Havre Public Schools","2026-08-07"
"Assistant Girls Basketball Coach (DCHS)","2026-07-09",NA,"Dawson County High School","https://www.applitrack.com/glendiveschools/onlineapp/default.aspx","Glendive Public Schools","2026-08-07"
"High Needs Intensive Special Education Paraprofessional (Grades K-2)","2026-07-30",NA,"Jefferson Elementary School","https://www.applitrack.com/glendiveschools/onlineapp/default.aspx","Glendive Public Schools","2026-08-07"
"Substitute Teacher / Paraprofessional","2026-07-09",NA,"Glendive Public Schools","https://www.applitrack.com/glendiveschools/onlineapp/default.aspx","Glendive Public Schools","2026-08-07"
"Substitute Cook","2026-07-09",NA,"Glendive Public Schools","https://www.applitrack.com/glendiveschools/onlineapp/default.aspx","Glendive Public Schools","2026-08-07"
"High School Drivers Education Teacher","2026-07-09",NA,"Dawson County High School","https://www.applitrack.com/glendiveschools/onlineapp/default.aspx","Glendive Public Schools","2026-08-07"
"High School Special Education Teacher","2026-07-27",NA,"Glendive Public Schools","https://www.applitrack.com/glendiveschools/onlineapp/default.aspx","Glendive Public Schools","2026-08-07"
"Middle School Special Education Teacher","2026-08-03",NA,"Washington Middle School","https://www.applitrack.com/glendiveschools/onlineapp/default.aspx","Glendive Public Schools","2026-08-07"
"High Needs Intensive Special Education Paraprofessional (Grades 9-12)","2026-07-30",NA,"Dawson County High School","https://www.applitrack.com/glendiveschools/onlineapp/default.aspx","Glendive Public Schools","2026-08-07"
"School Psychologist","2026-07-09",NA,"Glendive Public Schools","https://www.applitrack.com/glendiveschools/onlineapp/default.aspx","Glendive Public Schools","2026-08-07"
"Head Track Coach (DCHS)","2026-07-09",NA,"Dawson County High School","https://www.applitrack.com/glendiveschools/onlineapp/default.aspx","Glendive Public Schools","2026-08-07"
"Assistant Flag Football Coach (DCHS)","2026-07-09",NA,"Dawson County High School","https://www.applitrack.com/glendiveschools/onlineapp/default.aspx","Glendive Public Schools","2026-08-07"
"Custodian - LES (Part Time - 7 hour)","2026-07-29",NA,"Lincoln Elementary School","https://www.applitrack.com/glendiveschools/onlineapp/default.aspx","Glendive Public Schools","2026-08-07"
"Temporary Custodian (GPS)","2026-07-09",NA,"Glendive Public Schools","https://www.applitrack.com/glendiveschools/onlineapp/default.aspx","Glendive Public Schools","2026-08-07"
"Custodian - WMS (Part Time)","2026-07-09",NA,"Washington Middle School","https://www.applitrack.com/glendiveschools/onlineapp/default.aspx","Glendive Public Schools","2026-08-07"
"Special Education Paraprofessional (District)","2026-07-09",NA,"Glendive Public Schools","https://www.applitrack.com/glendiveschools/onlineapp/default.aspx","Glendive Public Schools","2026-08-07"
"Substitute Custodian (GPS)","2026-07-09",NA,"Glendive Public Schools","https://www.applitrack.com/glendiveschools/onlineapp/default.aspx","Glendive Public Schools","2026-08-07"
"Bus Driver",NA,NA,"2026-2027 School Year","https://www.applitrack.com/glendiveschools/onlineapp/default.aspx","Glendive Public Schools","2026-08-07"
"Substitute Bus Driver",NA,NA,"2026-2027 School Year","https://www.applitrack.com/glendiveschools/onlineapp/default.aspx","Glendive Public Schools","2026-08-07"
"Bus Aide",NA,NA,"2026-2027 School Year","https://www.applitrack.com/glendiveschools/onlineapp/default.aspx","Glendive Public Schools","2026-08-07"
"Sustitute Bus Aide",NA,NA,"2026-2027 School Year","https://www.applitrack.com/glendiveschools/onlineapp/default.aspx","Glendive Public Schools","2026-08-07"
"Director of Technology","2026-06-18",NA,"District Position","https://www.applitrack.com/colstrip/onlineapp/default.aspx","Colstrip Public Schools","2026-08-07"
"Middle School Principal","2026-03-31",NA,"Frank Brattin Middle School (FBMS)","https://www.applitrack.com/colstrip/onlineapp/default.aspx","Colstrip Public Schools","2026-08-07"
"Elementary School Principal","2026-04-20",NA,"Pine Butte Elementary School (PBES)","https://www.applitrack.com/colstrip/onlineapp/default.aspx","Colstrip Public Schools","2026-08-07"
"Extra Curricular Coach/ Activities Sponsor","2025-01-28",NA,"District Position","https://www.applitrack.com/colstrip/onlineapp/default.aspx","Colstrip Public Schools","2026-08-07"
"Bus Driver - Route","2025-01-27",NA,"District Position","https://www.applitrack.com/colstrip/onlineapp/default.aspx","Colstrip Public Schools","2026-08-07"
"Bus Monitor","2025-01-27",NA,"Colstrip High School (CHS)","https://www.applitrack.com/colstrip/onlineapp/default.aspx","Colstrip Public Schools","2026-08-07"
"Elementary Education Teacher K-8","2026-04-06",NA,"Pine Butte Elementary School (PBES)","https://www.applitrack.com/colstrip/onlineapp/default.aspx","Colstrip Public Schools","2026-08-07"
"Title I Reading / Math Teacher","2026-04-10",NA,"Pine Butte Elementary School (PBES)","https://www.applitrack.com/colstrip/onlineapp/default.aspx","Colstrip Public Schools","2026-08-07"
"High School English Teacher","2026-05-29",NA,"Colstrip High School (CHS)","https://www.applitrack.com/colstrip/onlineapp/default.aspx","Colstrip Public Schools","2026-08-07"
"Custodian","2025-08-01",NA,"District Position","https://www.applitrack.com/colstrip/onlineapp/default.aspx","Colstrip Public Schools","2026-08-07"
"Head Custodian","2025-10-29",NA,"District Position","https://www.applitrack.com/colstrip/onlineapp/default.aspx","Colstrip Public Schools","2026-08-07"
"Spanish Education Teacher / Foreign Language Teacher Grades 6-12","2026-04-10",NA,"Colstrip High School (CHS)","https://www.applitrack.com/colstrip/onlineapp/default.aspx","Colstrip Public Schools","2026-08-07"
"Special Education Teacher (Grades K-12)","2026-02-19",NA,"Frank Brattin Middle School (FBMS)","https://www.applitrack.com/colstrip/onlineapp/default.aspx","Colstrip Public Schools","2026-08-07"
"Elementary Education Teacher K-8","2025-04-15",NA,"Frank Brattin Middle School (FBMS)","https://www.applitrack.com/colstrip/onlineapp/default.aspx","Colstrip Public Schools","2026-08-07"
"Elementary (6-8) Title 1 Teacher","2025-01-27",NA,"Frank Brattin Middle School (FBMS)","https://www.applitrack.com/colstrip/onlineapp/default.aspx","Colstrip Public Schools","2026-08-07"
"Counselor -High School","2026-03-31",NA,"Colstrip High School (CHS)","https://www.applitrack.com/colstrip/onlineapp/default.aspx","Colstrip Public Schools","2026-08-07"
"District Substitute","2025-08-01",NA,"District Position","https://www.applitrack.com/colstrip/onlineapp/default.aspx","Colstrip Public Schools","2026-08-07"
"Central Warehouse","2025-11-03",NA,"District Position","https://www.applitrack.com/colstrip/onlineapp/default.aspx","Colstrip Public Schools","2026-08-07"
"Work Based Learning Student (Co-op)","2026-05-15",NA,"District Position","https://www.applitrack.com/colstrip/onlineapp/default.aspx","Colstrip Public Schools","2026-08-07"
"Library Media Specialist",NA,NA,NA,"https://www.applitrack.com/sidney/onlineapp/default.aspx","Sidney Public Schools","2026-08-07"
"Art Teacher","2026-06-01",NA,"Sidney Jr/Sr High School","https://www.applitrack.com/sidney/onlineapp/default.aspx","Sidney Public Schools","2026-08-07"
"Special Education Teacher Grades 7-12","2025-05-15",NA,"Sidney Jr/Sr High School","https://www.applitrack.com/sidney/onlineapp/default.aspx","Sidney Public Schools","2026-08-07"
"Substitute School Nurse RN/LPN","2025-12-17",NA,"Sidney Central District Office","https://www.applitrack.com/sidney/onlineapp/default.aspx","Sidney Public Schools","2026-08-07"
"Substitute Bus Driver",NA,NA,"09/01/2021","https://www.applitrack.com/sidney/onlineapp/default.aspx","Sidney Public Schools","2026-08-07"
"Substitute Teacher /Substitute Aide/Substitute Nurse","2021-07-01",NA,"Sidney Central District Office","https://www.applitrack.com/sidney/onlineapp/default.aspx","Sidney Public Schools","2026-08-07"
"Bus Driver","2025-01-29",NA,"Sidney Maintenance/Transportation Facility","https://www.applitrack.com/sidney/onlineapp/default.aspx","Sidney Public Schools","2026-08-07"
"Afterschool Bus Driver","2026-08-03",NA,"Sidney Elementary School","https://www.applitrack.com/sidney/onlineapp/default.aspx","Sidney Public Schools","2026-08-07"
"Teacher Aide","2026-07-30",NA,"Sidney Central District Office","https://www.applitrack.com/sidney/onlineapp/default.aspx","Sidney Public Schools","2026-08-07"
"Athletic Coach - High School Assistant Basketball Coach",NA,NA,"TBD","https://www.applitrack.com/stevensville/onlineapp/default.aspx","Stevensville Public Schools","2026-08-07"
"Middle School Assistant Volleyball Coach","2026-04-27",NA,"SMS Coaching","https://www.applitrack.com/stevensville/onlineapp/default.aspx","Stevensville Public Schools","2026-08-07"
"High School Girls Basketball Assistant Coach","2026-06-09",NA,"SHS Coaching","https://www.applitrack.com/stevensville/onlineapp/default.aspx","Stevensville Public Schools","2026-08-07"
"Speech and Debate Head Coach","2026-07-14",NA,"Stevensville High School","https://www.applitrack.com/stevensville/onlineapp/default.aspx","Stevensville Public Schools","2026-08-07"
"Volunteer High School Assistant Coach","2025-10-15",NA,"SHS Coaching","https://www.applitrack.com/stevensville/onlineapp/default.aspx","Stevensville Public Schools","2026-08-07"
"Volunteer Middle School Assistant Coach","2025-10-15",NA,"SMS Coaching","https://www.applitrack.com/stevensville/onlineapp/default.aspx","Stevensville Public Schools","2026-08-07"
"Foreign Language Teacher","2026-08-04",NA,"Stevensville High School","https://www.applitrack.com/stevensville/onlineapp/default.aspx","Stevensville Public Schools","2026-08-07"
"Spanish Teacher","2026-04-09",NA,"Stevensville High School","https://www.applitrack.com/stevensville/onlineapp/default.aspx","Stevensville Public Schools","2026-08-07"
"Head Cook","2026-07-20",NA,"SPS Food Services","https://www.applitrack.com/stevensville/onlineapp/default.aspx","Stevensville Public Schools","2026-08-07"
"Long-term Custodian Substitute","2026-05-05",NA,"SPS Custodial/Maintenance/Grounds","https://www.applitrack.com/stevensville/onlineapp/default.aspx","Stevensville Public Schools","2026-08-07"
"Middle School PE/Health Teacher 2026-2027 School Year","2026-02-15",NA,"Stevensville Middle School","https://www.applitrack.com/stevensville/onlineapp/default.aspx","Stevensville Public Schools","2026-08-07"
"Certified EMT Trainer","2026-07-03",NA,"Stevensville Health Sciences Academy","https://www.applitrack.com/stevensville/onlineapp/default.aspx","Stevensville Public Schools","2026-08-07"
"Substitute: Custodian","2025-09-15",NA,"Stevensville School District","https://www.applitrack.com/stevensville/onlineapp/default.aspx","Stevensville Public Schools","2026-08-07"
"Substitute: Kitchen Staff","2025-09-15",NA,"SPS Food Services","https://www.applitrack.com/stevensville/onlineapp/default.aspx","Stevensville Public Schools","2026-08-07"
"Substitute: Teacher/Paraprofessional","2025-09-15",NA,"Stevensville School District","https://www.applitrack.com/stevensville/onlineapp/default.aspx","Stevensville Public Schools","2026-08-07"
"Elementary Early Learning Program Paraprofessional","2026-07-16",NA,"Stevensville Elementary School","https://www.applitrack.com/stevensville/onlineapp/default.aspx","Stevensville Public Schools","2026-08-07"
"Elementary Special Education Paraprofessional","2026-07-25",NA,"Stevensville Elementary School","https://www.applitrack.com/stevensville/onlineapp/default.aspx","Stevensville Public Schools","2026-08-07"
"Elementary Title I Coordinator and Curriculum Director (TOSA)","2026-07-13",NA,"Stevensville School District","https://www.applitrack.com/stevensville/onlineapp/default.aspx","Stevensville Public Schools","2026-08-07"
"Elementary Life Skills Teacher",NA,NA,NA,"https://www.applitrack.com/bigsandy/onlineapp/default.aspx","Big Sandy Public Schools","2026-08-07"
"Maintenance",NA,NA,NA,"https://www.applitrack.com/bigsandy/onlineapp/default.aspx","Big Sandy Public Schools","2026-08-07"
"Custodian","2025-04-25",NA,"Big Sandy Maintenance","https://www.applitrack.com/bigsandy/onlineapp/default.aspx","Big Sandy Public Schools","2026-08-07"
"Mathematics Teacher","2026-05-11",NA,"Big Sandy Junior High","https://www.applitrack.com/bigsandy/onlineapp/default.aspx","Big Sandy Public Schools","2026-08-07"
"Paraprofessional - Content Mastery",NA,NA,NA,"https://www.applitrack.com/bigsandy/onlineapp/default.aspx","Big Sandy Public Schools","2026-08-07"
"Instructional Paraprofessional - Special Ed",NA,NA,"08/05/2026","https://www.applitrack.com/bigsandy/onlineapp/default.aspx","Big Sandy Public Schools","2026-08-07"
"School Nurse","2026-07-17",NA,"Big Sandy District","https://www.applitrack.com/bigsandy/onlineapp/default.aspx","Big Sandy Public Schools","2026-08-07"
"Substitute","2026-07-20",NA,"Big Sandy District","https://www.applitrack.com/bigsandy/onlineapp/default.aspx","Big Sandy Public Schools","2026-08-07"
"Bus Driver",NA,NA,NA,"https://www.applitrack.com/bigsandy/onlineapp/default.aspx","Big Sandy Public Schools","2026-08-07"
"Assistant Principal","2022-07-26",NA,"Jr. High/High School","https://www.applitrack.com/lamedeer/onlineapp/default.aspx","Lame Deer Public Schools","2026-08-07"
"Assistant Principal","2024-05-27",NA,"Jr. High/High School","https://www.applitrack.com/lamedeer/onlineapp/default.aspx","Lame Deer Public Schools","2026-08-07"
"Copy Of Elementary Assistant Principal","2025-03-11",NA,"Elementary School","https://www.applitrack.com/lamedeer/onlineapp/default.aspx","Lame Deer Public Schools","2026-08-07"
"Athletics and Activities Director","2024-04-30",NA,"District-Wide","https://www.applitrack.com/lamedeer/onlineapp/default.aspx","Lame Deer Public Schools","2026-08-07"
"Athletics and Activities Director","2024-05-30",NA,"Jr. High/High School","https://www.applitrack.com/lamedeer/onlineapp/default.aspx","Lame Deer Public Schools","2026-08-07"
"Instructional Coach/Testing/Curriculum Coordinator","2024-05-21",NA,"District-Wide","https://www.applitrack.com/lamedeer/onlineapp/default.aspx","Lame Deer Public Schools","2026-08-07"
"High School Principal","2024-04-01",NA,"Jr. High/High School","https://www.applitrack.com/lamedeer/onlineapp/default.aspx","Lame Deer Public Schools","2026-08-07"
"Superintendent","2024-03-18",NA,"District-Wide","https://www.applitrack.com/lamedeer/onlineapp/default.aspx","Lame Deer Public Schools","2026-08-07"
"Girls Head Basketball Coach (Jr. High)","2025-03-05",NA,"Jr. High/High School","https://www.applitrack.com/lamedeer/onlineapp/default.aspx","Lame Deer Public Schools","2026-08-07"
"Bus Monitor","2024-06-03",NA,"Transportation Bus Barn","https://www.applitrack.com/lamedeer/onlineapp/default.aspx","Lame Deer Public Schools","2026-08-07"
"Paraprofessional (7-12)","2023-06-07",NA,"Jr. High/High School","https://www.applitrack.com/lamedeer/onlineapp/default.aspx","Lame Deer Public Schools","2026-08-07"
"Paraprofessional (K-6)","2023-08-16",NA,"Elementary School","https://www.applitrack.com/lamedeer/onlineapp/default.aspx","Lame Deer Public Schools","2026-08-07"
"Bus Driver","2024-06-03",NA,"District-Wide","https://www.applitrack.com/lamedeer/onlineapp/default.aspx","Lame Deer Public Schools","2026-08-07"
"Culture Teacher (K-6)","2024-03-12",NA,"Elementary School","https://www.applitrack.com/lamedeer/onlineapp/default.aspx","Lame Deer Public Schools","2026-08-07"
"Elementary Curriculum Teacher","2023-10-23",NA,"Elementary School","https://www.applitrack.com/lamedeer/onlineapp/default.aspx","Lame Deer Public Schools","2026-08-07"
"Elementary Curriculum Teacher","2024-06-04",NA,"Elementary School","https://www.applitrack.com/lamedeer/onlineapp/default.aspx","Lame Deer Public Schools","2026-08-07"
"Elementary Librarian (Grades K-6)","2023-04-27",NA,"Elementary School","https://www.applitrack.com/lamedeer/onlineapp/default.aspx","Lame Deer Public Schools","2026-08-07"
"English Teacher (7-12)","2022-07-26",NA,"Jr. High/High School","https://www.applitrack.com/lamedeer/onlineapp/default.aspx","Lame Deer Public Schools","2026-08-07"
"Mathematics Teacher (Grades 7-12)","2023-03-08",NA,"Jr. High/High School","https://www.applitrack.com/lamedeer/onlineapp/default.aspx","Lame Deer Public Schools","2026-08-07"
"JH/HS Music Teacher","2025-03-11",NA,"Jr. High/High School","https://www.applitrack.com/lamedeer/onlineapp/default.aspx","Lame Deer Public Schools","2026-08-07"
"Physical Education Teacher","2022-07-26",NA,"Jr. High/High School","https://www.applitrack.com/lamedeer/onlineapp/default.aspx","Lame Deer Public Schools","2026-08-07"
"HS Science Teacher (7-12)","2024-06-04",NA,"Jr. High/High School","https://www.applitrack.com/lamedeer/onlineapp/default.aspx","Lame Deer Public Schools","2026-08-07"
"Special Education Teacher (Grades K-12)","2025-03-05",NA,"Jr. High/High School
(High-Needs School)","https://www.applitrack.com/lamedeer/onlineapp/default.aspx","Lame Deer Public Schools","2026-08-07"
"Seasonal House Cleaning Laborer","2023-06-29",NA,"District-Wide","https://www.applitrack.com/lamedeer/onlineapp/default.aspx","Lame Deer Public Schools","2026-08-07"
"Maintenance Manager","2023-06-26",NA,"District-Wide","https://www.applitrack.com/lamedeer/onlineapp/default.aspx","Lame Deer Public Schools","2026-08-07"
"Copy Of Middle School Classroom Teacher","2025-09-26",NA,"Jr. High/High School","https://www.applitrack.com/lamedeer/onlineapp/default.aspx","Lame Deer Public Schools","2026-08-07"
"Copy Of Copy Of Middle School Classroom Teacher","2025-09-26",NA,"Jr. High/High School","https://www.applitrack.com/lamedeer/onlineapp/default.aspx","Lame Deer Public Schools","2026-08-07"
"Jr. High Social Studies Teacher","2022-07-26",NA,"Jr. High/High School","https://www.applitrack.com/lamedeer/onlineapp/default.aspx","Lame Deer Public Schools","2026-08-07"
"Librarian (Jr High/High School)","2024-06-04",NA,"Jr. High/High School","https://www.applitrack.com/lamedeer/onlineapp/default.aspx","Lame Deer Public Schools","2026-08-07"
"District-Wide Substitute","2023-08-08",NA,"District-Wide","https://www.applitrack.com/lamedeer/onlineapp/default.aspx","Lame Deer Public Schools","2026-08-07"
"Head Coach or Sponsor",NA,NA,NA,"https://www.applitrack.com/poplar/onlineapp/default.aspx","Poplar Public Schools","2026-08-07"
